file_name	mention_text	candidate_entity_iri	candidate_entity_label	candidate_entity_aliases	confidence
PMC7710706	ascending	FBbt:00048301	adult ascending neuron	adult ascending neurons,adult ascending,adult ascending neuron,FBbt:00048301	0.973684847354888916015625
PMC7710706	central neurons	FBbt:00005125	interneuron	interneuron,central neuron,central,central neurons,FBbt:00005125	1
PMC7710706	cholinergic	FBbt:00007173	cholinergic neuron	cholinergic neuron,cholinergic neurons,cholinergic,FBbt:00007173	1
PMC7710706	cholinergic	FBbt:00058205	adult cholinergic neuron	adult cholinergic neuron,adult cholinergic,adult cholinergic neurons,FBbt:00058205	0.978555262088775634765625
PMC7710706	descending	FBbt:00047511	adult descending neuron	adult descending neurons,adult descending,adult descending neuron,DN,FBbt:00047511	0.974272429943084716796875
PMC7710706	descending neuron	FBbt:00047511	adult descending neuron	adult descending neurons,adult descending,adult descending neuron,DN,FBbt:00047511	0.97570884227752685546875
PMC7710706	descending neurons	FBbt:00047511	adult descending neuron	adult descending neurons,adult descending,adult descending neuron,DN,FBbt:00047511	0.976148545742034912109375
PMC7710706	e–h. f	FBbt:00003657	fan-shaped body tangential neuron	fan-shaped body tangential neuron,fan-shaped body tangential,fan shaped body tangential neurons,fan-shaped body tangential neurons,fan shaped body tangential,fan shaped body tangential neuron,F-neuron,F neurons,F neuron,F-neurons,F,F-,FBbt:00003657,FB tangential neuron,FB tangential,FB tangential neurons,FBt,fan shaped neuron,fan shaped,fan shaped neurons,fan-shaped neuron,fan-shaped,fan-shaped neurons,large-field neuron of FB,large field of FB,large field neuron of FB,large-field neurons of FB,large-field of FB,large field neurons of FB,large-field neuron of fan-shaped body,large-field neurons of fan-shaped body,large field neuron of fan shaped body,large-field of fan-shaped body,large field of fan shaped body,large field neurons of fan shaped body	1
PMC7710706	glutamatergic neurons	FBbt:00100291	glutamatergic neuron	glutamatergic neurons,glutamatergic,glutamatergic neuron,FBbt:00100291	1
PMC7710706	glutamatergic neurons	FBbt:00058208	adult glutamatergic neuron	adult glutamatergic neuron,adult glutamatergic,adult glutamatergic neurons,FBbt:00058208	0.984433650970458984375
PMC7710706	intersegmental	FBbt:00048088	adult intersegmental mechanosensory system neuron	adult intersegmental mechanosensory system neuron,adult intersegmental mechanosensory system neurons,adult intersegmental mechanosensory system,intersegmental neuron,intersegmental,intersegmental neurons,FBbt:00048088	1
PMC7710706	local	FBbt:00051493	local neuron	local,local neuron,local neurons,local interneuron,FBbt:00051493	1
