file_name	mention_text	candidate_entity_iri	candidate_entity_label	candidate_entity_aliases	confidence
PMC7156266	11A hemilineage	FBbt:00049539	Notch ON hemilineage neuron	A hemilineage neuron,FBbt:00049539	0.7906420826911926
PMC7156266	13A	FBbt:00100415	larval antennal lobe glomerulus 13a	13a,FBbt:00100415	1.0
PMC7156266	23B	FBbt:00048176	prothoracic leg tarsal taste bristle 3b	f3b,FBbt:00048176,m3b	0.736608624458313
PMC7156266	23B hemilineage	FBbt:00049539	Notch ON hemilineage neuron	A hemilineage neuron,FBbt:00049539	0.7732926607131958
PMC7156266	2A	FBbt:00003729	T neuron T2a	T2a,FBbt:00003729	0.7299177050590515
PMC7156266	2X slower	FBbt:00110191	lower toe of larval mushroom body medial lobe	MAML,FBbt:00110191,MB-MA,axonal side branches,bulbous swelling,lower toe,ma,medial appendix of larval mushroom body	0.7766599655151367
PMC7156266	3^rd	FBbt:00045050	flange	FLA,FBbt:00045050,PENPa,TRd,anterior perioesophageal neuropils,dorsal tritocerebrum	0.848710834980011
PMC7156266	3D projection	FBbt:00007392	projection neuron	PN,FBbt:00007392	0.9511634111404419
PMC7156266	7B	FBbt:00051243	dopaminergic PPL1 fan-shaped body layer 7 neuron	FB7B,FBbt:00051243,SMPSLPFB7	0.9644079804420471
PMC7156266	7B hemilineage	FBbt:00049539	Notch ON hemilineage neuron	A hemilineage neuron,FBbt:00049539	0.8159567713737488
PMC7156266	A	FBbt:00016006	adult salivary gland anlage	A AdSal,FBbt:00016006,adult salivary gland specific anlage	0.7768319249153137
PMC7156266	A07f2	FBbt:00047019	larval A07f2 neuron	marathon neuron,FBbt:00047019	0.7440794110298157
PMC7156266	A2	FBbt:00000023	abdominal segment 2	a2,FBbt:00000023	1.0
PMC7156266	A:anterior	FBbt:00047207	adult midgut-hindgut hybrid zone	HPZ,FBbt:00047207,adult HZ,adult Wg ring,adult midgut-hindgut boundary,anterior SCZ,anterior spindle cell zone,hindgut proliferation zone,midgut/hindgut imaginal ring	0.7704921364784241
PMC7156266	abdominal	FBbt:00048718	abdominal 1 LL1 motor neuron	abdominal 1 A1-7 LL1 motor neuron,FBbt:00048718,abdominal 1 U5 neuron	0.857699453830719
PMC7156266	abdominal segments	FBbt:00000022	abdominal segment 1	a1,FBbt:00000022	0.9214088916778564
PMC7156266	Acj6	FBbt:00004914	female accessory gland	AcGl,FBbt:00004914,appendicular gland,colleterial gland,parovarium	1.0
PMC7156266	actGFP	FBbt:00001788	female genital primordium (male)	RFP,FBbt:00001788,male repressed primordium,repressed female genital primordium,rfp	0.7160360217094421
PMC7156266	AD	FBbt:00047119	larval anterior dorsal commissure	aD,FBbt:00047119,larval antero-dorsal commissure	1.0
PMC7156266	Adult	FBbt:00003004	adult	imago,FBbt:00003004	1.0
PMC7156266	adult	FBbt:00003004	adult	imago,FBbt:00003004	1.0
PMC7156266	adult nerve cords	FBbt:00004052	adult ventral nerve cord	TAC,FBbt:00004052,TAG,adult ThGng,adult VNC,adult VNS,adult ventral nervous system,thoracico-abdominal center,thoracico-abdominal ganglia,thoracico-abdominal ganglion,thoracico-abdominal nervous system,thoracicoabdominal ganglion	0.8029908537864685
PMC7156266	adult nervous system	FBbt:00004052	adult ventral nerve cord	TAC,FBbt:00004052,TAG,adult ThGng,adult VNC,adult VNS,adult ventral nervous system,thoracico-abdominal center,thoracico-abdominal ganglia,thoracico-abdominal ganglion,thoracico-abdominal nervous system,thoracicoabdominal ganglion	0.9230327010154724
PMC7156266	adult nervous system development	FBbt:00004052	adult ventral nerve cord	TAC,FBbt:00004052,TAG,adult ThGng,adult VNC,adult VNS,adult ventral nervous system,thoracico-abdominal center,thoracico-abdominal ganglia,thoracico-abdominal ganglion,thoracico-abdominal nervous system,thoracicoabdominal ganglion	0.7572830319404602
PMC7156266	adults	FBbt:00003004	adult	imago,FBbt:00003004	0.8939151167869568
PMC7156266	anatomical	FBbt:10000000	anatomical entity	Drosophila,FBbt:10000000	0.7242487072944641
PMC7156266	anterior	FBbt:00047207	adult midgut-hindgut hybrid zone	HPZ,FBbt:00047207,adult HZ,adult Wg ring,adult midgut-hindgut boundary,anterior SCZ,anterior spindle cell zone,hindgut proliferation zone,midgut/hindgut imaginal ring	0.8375430703163147
PMC7156266	Anterior	FBbt:00047207	adult midgut-hindgut hybrid zone	HPZ,FBbt:00047207,adult HZ,adult Wg ring,adult midgut-hindgut boundary,anterior SCZ,anterior spindle cell zone,hindgut proliferation zone,midgut/hindgut imaginal ring	0.8375430703163147
PMC7156266	anterior region	FBbt:00100006	EA bundle of antennal mechanosensory and motor center	EA,FBbt:00100006,EA bundle of AMMC,JON bundle EA,JON-EA,Johnston organ neuron bundle EA,antennal mechanosensory and motor center subarea EA,anterior region of bundle E,anterior region of zone E,primary auditory center subarea EA	0.7579647302627563
PMC7156266	AP-2	FBbt:00004020	giant fiber neuron	AMMC projection neuron, Giant Fiber,FBbt:00004020,GF,GF interneuron,GFI,GFN,aPN(GF),giant fiber interneuron,giant fibers	0.7328401803970337
PMC7156266	AP-2^AD	FBbt:00006024	larval dorsal multidendritic neuron ddaF	ddaD,FBbt:00006024	0.7136901021003723
PMC7156266	AP-2AD	FBbt:00006024	larval dorsal multidendritic neuron ddaF	ddaD,FBbt:00006024	0.7136901021003723
PMC7156266	association	FBbt:00047175	ventral association center	VAC,FBbt:00047175	0.8120753765106201
PMC7156266	axonal	FBbt:00005100	tract	CNS tract,FBbt:00005100,axon tract	0.7549622058868408
PMC7156266	B	FBbt:00002345	abdominal desD neuron	b,FBbt:00002345,dc2,dp2,p9	1.0
PMC7156266	B, D	FBbt:00048431	adult abdominal dorsal multidendritic neuron ddaC	D neuron,FBbt:00048431	0.8554139137268066
PMC7156266	Bate	FBbt:00007127	embryonic/larval antennal lobe	BA,FBbt:00007127,LAL,antennal compartment,baso-anterior synaptic neuropil domain,basoanterior compartment,larval AL,larval antennal lobe,larval olfactory lobe	0.726034939289093
PMC7156266	block	FBbt:00006048	pacemaker neuron	clock neuron,FBbt:00006048	0.7505068778991699
PMC7156266	block 1	FBbt:00006048	pacemaker neuron	clock neuron,FBbt:00006048	0.7124781608581543
PMC7156266	Block 1	FBbt:00006048	pacemaker neuron	clock neuron,FBbt:00006048	0.7124781608581543
PMC7156266	Block 2	FBbt:00006048	pacemaker neuron	clock neuron,FBbt:00006048	0.7111702561378479
PMC7156266	box plots	FBbt:00007083	adult posterior lateral fascicle	PLF,FBbt:00007083,p l fasc	0.7409909963607788
PMC7156266	brain	FBbt:00110636	adult cerebral ganglion	CRG,FBbt:00110636,SPG,adult supraesophageal ganglion,brain,cerebrum	1.0
PMC7156266	bristle	FBbt:00005179	macrochaeta	bristle,FBbt:00005179,setae	1.0
PMC7156266	bristle sensory	FBbt:00005179	macrochaeta	bristle,FBbt:00005179,setae	0.7565527558326721
PMC7156266	bristles	FBbt:00005179	macrochaeta	bristle,FBbt:00005179,setae	0.7776471972465515
PMC7156266	bundled	FBbt:00047896	subregion AV of AMMC zone A	JON bundle AV,FBbt:00047896,JON-AV,Johnston organ neuron bundle AV,antennal mechanosensory and motor center subarea AV,bundle A ventral,primary auditory center subarea AV	0.7147395610809326
PMC7156266	C	FBbt:00007077	adult superior posterior lateral protocerebrum commissure	DPC3,FBbt:00007077,c l ho,commissure of lateral horn,sPLPC,superior PLP commissure,superior commissure of the postero-lateral protocerebrum,superior posteriolateral protocerebral commissure	0.8380863666534424
PMC7156266	campaniform sensilla neurons	FBbt:00048057	sensory neuron of campaniform sensillum	campaniform sensillum neuron,FBbt:00048057,sensory neuron of sensillum campaniformium	0.7944388389587402
PMC7156266	cardinal	FBbt:00005752	proventriculus	cardia,FBbt:00005752,cardiac valve,gastric valve	0.701003909111023
PMC7156266	cell death	FBbt:00005059	garland cell	GCN,FBbt:00005059,garland cell nephrocyte,wreath cell	0.7154819965362549
PMC7156266	cell fate	FBbt:00046052	fat cell	adipocyte,FBbt:00046052,adipose cell,fat body cell	0.7768498063087463
PMC7156266	cellular	FBbt:00047053	median layer of ovarian sheath	median cellular epithelial sheath,FBbt:00047053,median cellular layer,median cellular network,median epithelial sheath,median segment of epithelial sheath,median segment of ovarian sheath	0.7077503204345703
PMC7156266	central brain	FBbt:00047887	adult central brain	midbrain,FBbt:00047887	0.949384868144989
PMC7156266	Cholinergic	FBbt:00007403	cholinergic local interneuron of the adult antennal lobe	AL-LNC,FBbt:00007403,LNC,cholinergic adult AL LN	0.8401883840560913
PMC7156266	cholinergic	FBbt:00007403	cholinergic local interneuron of the adult antennal lobe	AL-LNC,FBbt:00007403,LNC,cholinergic adult AL LN	0.8401883840560913
PMC7156266	chordotonal	FBbt:00005222	chordotonal neuron	Type II neuron,FBbt:00005222,ch neuron,scolopidial neuron	0.9659352898597717
PMC7156266	chordotonal neurons	FBbt:00005222	chordotonal neuron	Type II neuron,FBbt:00005222,ch neuron,scolopidial neuron	0.8523672819137573
PMC7156266	chordotonal organ	FBbt:00005215	chordotonal organ	ch,FBbt:00005215,co,scolopophorous organ,sensilla scolopophora	1.0
PMC7156266	chordotonal organ development	FBbt:00005215	chordotonal organ	ch,FBbt:00005215,co,scolopophorous organ,sensilla scolopophora	0.7976704239845276
PMC7156266	chordotonal organ lineage	FBbt:00005215	chordotonal organ	ch,FBbt:00005215,co,scolopophorous organ,sensilla scolopophora	0.8790788054466248
PMC7156266	chordotonal organs	FBbt:00005215	chordotonal organ	ch,FBbt:00005215,co,scolopophorous organ,sensilla scolopophora	0.887531042098999
PMC7156266	chordotonal sense	FBbt:00005222	chordotonal neuron	Type II neuron,FBbt:00005222,ch neuron,scolopidial neuron	0.8084690570831299
PMC7156266	chordotonal sensory neurons	FBbt:00005222	chordotonal neuron	Type II neuron,FBbt:00005222,ch neuron,scolopidial neuron	0.7465562224388123
PMC7156266	climbing	FBbt:00007484	mushroom body intrinsic neuron	MBIN,FBbt:00007484	0.7254285216331482
