file_name	mention_text	candidate_entity_iri	candidate_entity_label	candidate_entity_aliases	confidence
PMC7156266	13A	FBbt:00100415	larval antennal lobe glomerulus 13a	larval antennal lobe glomerulus 13a,13a,FBbt:00100415	1
PMC7156266	3D projection	FBbt:00007392	projection neuron	projection neuron,projection,PN,FBbt:00007392	1
PMC7156266	7B	FBbt:00051243	dopaminergic PPL1 fan-shaped body layer 7 neuron	dopaminergic PPL1 fan shaped body layer 7 neuron,dopaminergic PPL1 fan-shaped body layer 7 neuron,dopaminergic PPL1 fan shaped body layer 7,dopaminergic PPL1 fan-shaped body layer 7,FB7B,FBbt:00051243,SMPSLPFB7	0.960783541202545166015625
PMC7156266	A07f2	FBbt:00047019	larval A07f2 neuron	larval A07f2 neuron,larval A07f2,marathon neuron,marathon,FBbt:00047019	0.874290406703948974609375
PMC7156266	A2	FBbt:00000023	abdominal segment 2	abdominal segment 2,a2,FBbt:00000023	1
PMC7156266	A2	FBbt:00000174	embryonic abdominal segment 2	embryonic abdominal segment 2,a2,FBbt:00000174	1
PMC7156266	A2	FBbt:00001749	larval abdominal segment 2	larval abdominal segment 2,a2,FBbt:00001749	1
PMC7156266	A2	FBbt:00003026	adult abdominal segment 2	adult abdominal segment 2,a2,FBbt:00003026	1
PMC7156266	abdominal	FBbt:00001987	abdominal neuron	abdominal,abdominal neuron,FBbt:00001987	0.999999940395355224609375
PMC7156266	Acj6	FBbt:00011674	anterior cardioblast	anterior cardioblast,ACB,FBbt:00011674,OFT,cardiac outflow region	1
PMC7156266	AD	FBbt:00047119	larval anterior dorsal commissure	larval anterior dorsal commissure,aD,FBbt:00047119,larval antero-dorsal commissure,larval antero dorsal commissure	1
PMC7156266	Adult	FBbt:00003004	adult	adult,imago,FBbt:00003004	1
PMC7156266	Adult	FBbt:00005821	adult neuromuscular junction	adult neuromuscular junction,adult NMJ,FBbt:00005821	1
PMC7156266	Adult	FBbt:00047095	adult neuron	adult neuron,adult,FBbt:00047095	1
PMC7156266	Adult	FBbt:00047207	adult midgut-hindgut hybrid zone	adult midgut hindgut hybrid zone,adult midgut-hindgut hybrid zone,HPZ,FBbt:00047207,adult HZ,adult Wg ring,adult midgut-hindgut boundary,adult midgut hindgut boundary,anterior SCZ,anterior spindle cell zone,hindgut proliferation zone,midgut/hindgut imaginal ring	1
