file_name	mention_text	candidate_entity_iri	candidate_entity_label	candidate_entity_aliases	confidence
PMC7156266	3-3	FBbt:00001483	3-3I	3-3I,3 3I,FBbt:00001483	0.858704090118408203125
PMC7156266	3D projection	FBbt:00007392	projection neuron	projection neuron,projection,PN,FBbt:00007392	1
PMC7156266	A07f2	FBbt:00047019	larval A07f2 neuron	larval A07f2,larval A07f2 neuron,marathon neuron,marathon,FBbt:00047019	0.865557730197906494140625
PMC7156266	Aarl	FBbt:00048630	larval Saaghi 2 neuron	larval Saaghi 2 neuron,larval Saaghi 2,AAZ2,FBbt:00048630,larval A06f neuron,larval A06f	1
PMC7156266	Aarl	FBbt:00048978	larval Saaghi 4 neuron	larval Saaghi 4 neuron,larval Saaghi 4,A06b2,FBbt:00048978,AAZ4,larval A06g neuron,larval A06g,larval SA4 neuron,larval SA4	1
PMC7156266	Aarl	FBbt:00048979	larval Saaghi 5 neuron	larval Saaghi 5,larval Saaghi 5 neuron,AAZ5,FBbt:00048979,larval A06g2 neuron,larval A06g2,larval SA5 neuron,larval SA5	1
PMC7156266	Aarl	FBbt:00048980	larval Saaghi 6 neuron	larval Saaghi 6,larval Saaghi 6 neuron,A06b1,FBbt:00048980,AAZ6,larval A06b neuron,larval A06b,larval SA6 neuron,larval SA6	1
PMC7156266	Aarl	FBbt:00111659	larval Saaghi 1 neuron	larval Saaghi 1,larval Saaghi 1 neuron,AAZ1,FBbt:00111659,larval A06l neuron,larval A06l,larval SA1 neuron,larval SA1	1
PMC7156266	abdominal	FBbt:00001987	abdominal neuron	abdominal neuron,abdominal,FBbt:00001987	0.999999940395355224609375
PMC7156266	abdominal segments	FBbt:00002198	abdominal segment motor neuron	abdominal segment motor,abdominal segment motor neuron,FBbt:00002198	0.86123311519622802734375
PMC7156266	Acj6	FBbt:00100120	campaniform sensillum anterior crossvein neuron	campaniform sensillum anterior crossvein neuron,campaniform sensillum anterior crossvein,ACV,FBbt:00100120,anterior crossvein sensillum campaniformium neuron,anterior crossvein sensillum campaniformium,sensillum campaniformium of anterior crossvein neuron,sensillum campaniformium of anterior crossvein	1
PMC7156266	B, D	FBbt:00048431	adult abdominal dorsal multidendritic neuron ddaC	adult abdominal dorsal multidendritic neuron ddaC,adult abdominal dorsal multidendritic ddaC,D neuron,D,FBbt:00048431	1
PMC7156266	campaniform sensilla neurons	FBbt:00048057	sensory neuron of campaniform sensillum	sensory neuron of campaniform sensillum,sensory of campaniform sensillum,campaniform sensillum neuron,campaniform sensillum,FBbt:00048057,sensory neuron of sensillum campaniformium,sensory of sensillum campaniformium	0.85743033885955810546875
PMC7156266	cell size	FBbt:00100042	water-sensing neuron of labellar taste bristle	water-sensing neuron of labellar taste bristle,water sensing neuron of labellar taste bristle,water-sensing of labellar taste bristle,water sensing of labellar taste bristle,W cell,FBbt:00100042,water-sensing neuron of the labellum,water sensing neuron of the labellum,water sensing of the labellum,water-sensing of the labellum	0.869407713413238525390625
PMC7156266	Cholinergic	FBbt:00007173	cholinergic neuron	cholinergic,cholinergic neuron,FBbt:00007173	1
PMC7156266	Cholinergic	FBbt:00058205	adult cholinergic neuron	adult cholinergic neuron,adult cholinergic,FBbt:00058205	0.976334989070892333984375
PMC7156266	cholinergic	FBbt:00007173	cholinergic neuron	cholinergic,cholinergic neuron,FBbt:00007173	1
PMC7156266	cholinergic	FBbt:00058205	adult cholinergic neuron	adult cholinergic neuron,adult cholinergic,FBbt:00058205	0.976334989070892333984375
PMC7156266	chordotonal	FBbt:00005222	chordotonal neuron	chordotonal neuron,chordotonal,Type II neuron,Type II,FBbt:00005222,ch neuron,ch,scolopidial neuron,scolopidial	1
PMC7156266	chordotonal lineage	FBbt:00005222	chordotonal neuron	chordotonal neuron,chordotonal,Type II neuron,Type II,FBbt:00005222,ch neuron,ch,scolopidial neuron,scolopidial	0.86883842945098876953125
PMC7156266	chordotonal neurons	FBbt:00005222	chordotonal neuron	chordotonal neuron,chordotonal,Type II neuron,Type II,FBbt:00005222,ch neuron,ch,scolopidial neuron,scolopidial	0.913562297821044921875
PMC7156266	differentiation	FBbt:00051423	developing neuron	developing,developing neuron,differentiating neuron,differentiating,FBbt:00051423,immature neuron,immature	0.867396771907806396484375
PMC7156266	Dorsal	FBbt:00003628	adult DN period neuron	adult DN period,adult DN period neuron,DN period neuron,DN period,FBbt:00003628,adult dorsal neuron,adult dorsal	0.933756411075592041015625
PMC7156266	Dorsal	FBbt:00007431	DN3a neuron	DN3a neuron,DN3a,adult dorsal neuron-3a.,adult dorsal neuron 3a.,adult dorsal -3a.,adult dorsal 3a.,FBbt:00007431	0.933756411075592041015625
PMC7156266	dorsal	FBbt:00003628	adult DN period neuron	adult DN period,adult DN period neuron,DN period neuron,DN period,FBbt:00003628,adult dorsal neuron,adult dorsal	0.933756411075592041015625
PMC7156266	dorsal	FBbt:00007431	DN3a neuron	DN3a neuron,DN3a,adult dorsal neuron-3a.,adult dorsal neuron 3a.,adult dorsal -3a.,adult dorsal 3a.,FBbt:00007431	0.933756411075592041015625
PMC7156266	embryonic	FBbt:00047097	primary neuron	primary,primary neuron,embryonic lineage neuron,embryonic lineage,FBbt:00047097,embryonic neuron,embryonic,larval neuron,larval,primary lineage neuron,primary lineage	1
PMC7156266	embryonic removal	FBbt:00047097	primary neuron	primary,primary neuron,embryonic lineage neuron,embryonic lineage,FBbt:00047097,embryonic neuron,embryonic,larval neuron,larval,primary lineage neuron,primary lineage	0.85644626617431640625
PMC7156266	eyAD;dbxDBD	FBbt:00005212	bipolar dendrite neuron	bipolar dendrite neuron,bipolar dendrite,bd,FBbt:00005212	1
PMC7156266	feCO	FBbt:00048051	mechanosensory neuron of femoral chordotonal organ	mechanosensory of femoral chordotonal organ,mechanosensory neuron of femoral chordotonal organ,FeCO neuron,FeCO,FBbt:00048051	1
PMC7156266	FeCO	FBbt:00048051	mechanosensory neuron of femoral chordotonal organ	mechanosensory of femoral chordotonal organ,mechanosensory neuron of femoral chordotonal organ,FeCO neuron,FeCO,FBbt:00048051	1
PMC7156266	flight muscles	FBbt:00047247	flight muscle motor neuron	flight muscle motor,flight muscle motor neuron,wing MN,FBbt:00047247,wing motor neuron,wing motor,wing muscle motor neuron,wing muscle motor	0.855357348918914794921875
PMC7156266	FM7c	FBbt:00003658	adult median bundle fan-shaped body tangential neuron	adult median bundle fan shaped body tangential neuron,adult median bundle fan shaped body tangential,adult median bundle fan-shaped body tangential neuron,adult median bundle fan-shaped body tangential,Fm neuron,Fm,FBbt:00003658,median fan-shaped neuron Fm,median fan-shaped Fm,median fan shaped neuron Fm,median fan shaped Fm	1
PMC7156266	GABAergic	FBbt:00007228	GABAergic neuron	GABAergic,GABAergic neuron,GABA-ergic neuron,GABA ergic,GABA ergic neuron,GABA-ergic,FBbt:00007228	0.99999988079071044921875
