file_name	mention_text	candidate_entity_iri	candidate_entity_label	candidate_entity_aliases	confidence
PMC6800437	B_DSK	FBbt:00048998	Drosulfakinin neuron	Drosulfakinin,Drosulfakinin neuron,DPC,FBbt:00048998,DSK,DSK-producing cell,DSK producing cell,Dsk-producing neuron,Dsk producing neuron,Dsk producing,Dsk-producing,dsk neuron,dsk	0.894038975238800048828125
PMC6800437	B_DSK	FBbt:00048999	adult Drosulfakinin neuron	adult Drosulfakinin neuron,adult Drosulfakinin,adult DPC,FBbt:00048999,adult DSK-producing cell,adult DSK producing cell,adult Dsk-producing neuron,adult Dsk producing neuron,adult Dsk producing,adult Dsk-producing,adult dsk neuron,adult dsk	0.85459172725677490234375
PMC6800437	cDNA	FBbt:00047512	descending neuron of the anterior dorsal brain	descending of the anterior dorsal brain,descending neuron of the anterior dorsal brain,DNa,FBbt:00047512	0.890199959278106689453125
PMC6800437	chemosensory	FBbt:00005922	chemosensory neuron	chemosensory neuron,chemosensory,FBbt:00005922	1
PMC6800437	co-expressing	FBbt:00001579	EG neuron	EG neuron,EG,eg-expressing neuron,eg expressing,eg-expressing,eg expressing neuron,FBbt:00001579	0.8698489665985107421875
PMC6800437	DN1	FBbt:00003629	DN1 neuron	DN1 neuron,DN1,adult dorsal neuron 1,adult dorsal 1,FBbt:00003629,adult dorsal neuron-1,adult dorsal -1	1
PMC6800437	dopaminergic	FBbt:00005131	dopaminergic neuron	dopaminergic,dopaminergic neuron,DA neuron,DA,FBbt:00005131,dopamine neuron,dopamine	1
PMC6800437	dopaminergic	FBbt:00058206	adult dopaminergic neuron	adult dopaminergic neuron,adult dopaminergic,FBbt:00058206	0.96760654449462890625
PMC6800437	doublesex	FBbt:00047347	adult doublesex neuron	adult doublesex neuron,adult doublesex,FBbt:00047347	0.9718644618988037109375
PMC6800437	Drosulfakinin	FBbt:00048998	Drosulfakinin neuron	Drosulfakinin,Drosulfakinin neuron,DPC,FBbt:00048998,DSK,DSK-producing cell,DSK producing cell,Dsk-producing neuron,Dsk producing neuron,Dsk producing,Dsk-producing,dsk neuron,dsk	1
PMC6800437	Drosulfakinin	FBbt:00048999	adult Drosulfakinin neuron	adult Drosulfakinin neuron,adult Drosulfakinin,adult DPC,FBbt:00048999,adult DSK-producing cell,adult DSK producing cell,adult Dsk-producing neuron,adult Dsk producing neuron,adult Dsk producing,adult Dsk-producing,adult dsk neuron,adult dsk	0.98841297626495361328125
PMC6800437	Drosulfakinin signaling	FBbt:00048998	Drosulfakinin neuron	Drosulfakinin,Drosulfakinin neuron,DPC,FBbt:00048998,DSK,DSK-producing cell,DSK producing cell,Dsk-producing neuron,Dsk producing neuron,Dsk producing,Dsk-producing,dsk neuron,dsk	0.876332342624664306640625
PMC6800437	Drosulfakinin signaling	FBbt:00048999	adult Drosulfakinin neuron	adult Drosulfakinin neuron,adult Drosulfakinin,adult DPC,FBbt:00048999,adult DSK-producing cell,adult DSK producing cell,adult Dsk-producing neuron,adult Dsk producing neuron,adult Dsk producing,adult Dsk-producing,adult dsk neuron,adult dsk	0.8661782741546630859375
PMC6800437	Dsk	FBbt:00048998	Drosulfakinin neuron	Drosulfakinin,Drosulfakinin neuron,DPC,FBbt:00048998,DSK,DSK-producing cell,DSK producing cell,Dsk-producing neuron,Dsk producing neuron,Dsk producing,Dsk-producing,dsk neuron,dsk	1
PMC6800437	Dsk	FBbt:00048999	adult Drosulfakinin neuron	adult Drosulfakinin neuron,adult Drosulfakinin,adult DPC,FBbt:00048999,adult DSK-producing cell,adult DSK producing cell,adult Dsk-producing neuron,adult Dsk producing neuron,adult Dsk producing,adult Dsk-producing,adult dsk neuron,adult dsk	0.95585548877716064453125
PMC6800437	DSK	FBbt:00048998	Drosulfakinin neuron	Drosulfakinin,Drosulfakinin neuron,DPC,FBbt:00048998,DSK,DSK-producing cell,DSK producing cell,Dsk-producing neuron,Dsk producing neuron,Dsk producing,Dsk-producing,dsk neuron,dsk	1
PMC6800437	DSK	FBbt:00048999	adult Drosulfakinin neuron	adult Drosulfakinin neuron,adult Drosulfakinin,adult DPC,FBbt:00048999,adult DSK-producing cell,adult DSK producing cell,adult Dsk-producing neuron,adult Dsk producing neuron,adult Dsk producing,adult Dsk-producing,adult dsk neuron,adult dsk	0.95585548877716064453125
PMC6800437	Dsk gene	FBbt:00048998	Drosulfakinin neuron	Drosulfakinin,Drosulfakinin neuron,DPC,FBbt:00048998,DSK,DSK-producing cell,DSK producing cell,Dsk-producing neuron,Dsk producing neuron,Dsk producing,Dsk-producing,dsk neuron,dsk	0.859021246433258056640625
PMC6800437	Dsk neurons	FBbt:00048998	Drosulfakinin neuron	Drosulfakinin,Drosulfakinin neuron,DPC,FBbt:00048998,DSK,DSK-producing cell,DSK producing cell,Dsk-producing neuron,Dsk producing neuron,Dsk producing,Dsk-producing,dsk neuron,dsk	0.855537354946136474609375
PMC6800437	Dsk-expressing	FBbt:00001579	EG neuron	EG neuron,EG,eg-expressing neuron,eg expressing,eg-expressing,eg expressing neuron,FBbt:00001579	0.868293941020965576171875
PMC6800437	dsx	FBbt:00047375	adult doublesex prC TN2 (male) neuron	adult doublesex prC TN2 (male),adult doublesex prC TN2 (male) neuron,adult doublesex prC TN2,adult doublesex prC TN2 neuron,doublesex-expressing prothoracic TN2 neuron C,doublesex-expressing prothoracic TN2 C,doublesex expressing prothoracic TN2 neuron C,doublesex expressing prothoracic TN2 C,FBbt:00047375,dsx-prC,prC,dsx prC	0.968303143978118896484375
