file_name	mention_text	candidate_entity_iri	candidate_entity_label	candidate_entity_aliases	confidence
PMC7156266	13A	FBbt:00100415	larval antennal lobe glomerulus 13a	13a,FBbt:00100415	1.0
PMC7156266	3D projection	FBbt:00007392	projection neuron	PN,FBbt:00007392	0.9511634111404419
PMC7156266	7B	FBbt:00051243	dopaminergic PPL1 fan-shaped body layer 7 neuron	FB7B,FBbt:00051243,SMPSLPFB7	0.9644079804420471
PMC7156266	A2	FBbt:00000023	abdominal segment 2	a2,FBbt:00000023	1.0
PMC7156266	abdominal	FBbt:00048718	abdominal 1 LL1 motor neuron	abdominal 1 A1-7 LL1 motor neuron,FBbt:00048718,abdominal 1 U5 neuron	0.857699453830719
PMC7156266	abdominal segments	FBbt:00000022	abdominal segment 1	a1,FBbt:00000022	0.9214088916778564
PMC7156266	Acj6	FBbt:00004914	female accessory gland	AcGl,FBbt:00004914,appendicular gland,colleterial gland,parovarium	1.0
PMC7156266	AD	FBbt:00047119	larval anterior dorsal commissure	aD,FBbt:00047119,larval antero-dorsal commissure	1.0
PMC7156266	Adult	FBbt:00003004	adult	imago,FBbt:00003004	1.0
PMC7156266	adult	FBbt:00003004	adult	imago,FBbt:00003004	1.0
PMC7156266	adult nervous system	FBbt:00004052	adult ventral nerve cord	TAC,FBbt:00004052,TAG,adult ThGng,adult VNC,adult VNS,adult ventral nervous system,thoracico-abdominal center,thoracico-abdominal ganglia,thoracico-abdominal ganglion,thoracico-abdominal nervous system,thoracicoabdominal ganglion	0.9230327010154724
PMC7156266	adults	FBbt:00003004	adult	imago,FBbt:00003004	0.8939151167869568
PMC7156266	B	FBbt:00002345	abdominal desD neuron	b,FBbt:00002345,dc2,dp2,p9	1.0
PMC7156266	B, D	FBbt:00048431	adult abdominal dorsal multidendritic neuron ddaC	D neuron,FBbt:00048431	0.8554139137268066
PMC7156266	brain	FBbt:00110636	adult cerebral ganglion	CRG,FBbt:00110636,SPG,adult supraesophageal ganglion,brain,cerebrum	1.0
PMC7156266	bristle	FBbt:00005179	macrochaeta	bristle,FBbt:00005179,setae	1.0
PMC7156266	central brain	FBbt:00047887	adult central brain	midbrain,FBbt:00047887	0.949384868144989
PMC7156266	chordotonal	FBbt:00005222	chordotonal neuron	Type II neuron,FBbt:00005222,ch neuron,scolopidial neuron	0.9659352898597717
PMC7156266	chordotonal neurons	FBbt:00005222	chordotonal neuron	Type II neuron,FBbt:00005222,ch neuron,scolopidial neuron	0.8523672819137573
PMC7156266	chordotonal organ	FBbt:00005215	chordotonal organ	ch,FBbt:00005215,co,scolopophorous organ,sensilla scolopophora	1.0
PMC7156266	chordotonal organ lineage	FBbt:00005215	chordotonal organ	ch,FBbt:00005215,co,scolopophorous organ,sensilla scolopophora	0.8790788054466248
PMC7156266	chordotonal organs	FBbt:00005215	chordotonal organ	ch,FBbt:00005215,co,scolopophorous organ,sensilla scolopophora	0.887531042098999
PMC7156266	clone	FBbt:00110474	adult fruitless Lo lineage clone	LP1 clone,FBbt:00110474,Lo clone,fru-Lo clone	0.9272320866584778
PMC7156266	cluster	FBbt:00001617	deutero/tritocerebral embryonic fiber tract founder cluster	D/T cluster,FBbt:00001617	1.0
PMC7156266	CNS	FBbt:00005094	central nervous system	CNS,FBbt:00005094	1.0
PMC7156266	compartment	FBbt:00007127	embryonic/larval antennal lobe	BA,FBbt:00007127,LAL,antennal compartment,baso-anterior synaptic neuropil domain,basoanterior compartment,larval AL,larval antennal lobe,larval olfactory lobe	0.8592690825462341
PMC7156266	complex	FBbt:00040001	lateral complex	LX,FBbt:00040001	0.8953744173049927
PMC7156266	contralateral	FBbt:00051484	medulla layer 6-contralateral ventral complex projection neuron	ML6-VMPR,FBbt:00051484,ML6-VMPR-s,i,MR6-VMPL,MR6-VMPL-s,i,contralateral MV neuron,long MV neuron	0.8600737452507019
PMC7156266	Cre	FBbt:00045037	adult crepine	CRE,FBbt:00045037,IDFP,IPa,aimpr,anterior inferior medial protocerebrum,anterior inferior protocerebrum	1.0
PMC7156266	cuticle	FBbt:00004983	embryonic/larval cuticle	larval cuticle,FBbt:00004983	0.8783736228942871
PMC7156266	D	FBbt:00048431	adult abdominal dorsal multidendritic neuron ddaC	D neuron,FBbt:00048431	0.8554139137268066
PMC7156266	DBD	FBbt:00002442	abdominal dorsal bipolar neuron dbp	DLN,FBbt:00002442,dbd,dorsal bipolar dendrite neuron,dorsal bipolar neuron	1.0
PMC7156266	Dbx	FBbt:00001318	support cell of the dorsal bipolar dendritic cell	DBD support glia,FBbt:00001318,DBDG,SDBP	1.0
PMC7156266	dbxDBD/+	FBbt:00001318	support cell of the dorsal bipolar dendritic cell	DBD support glia,FBbt:00001318,DBDG,SDBP	1.0
PMC7156266	Dfd	FBbt:00002648	dorsal fold lateral sensillum	DFL,FBbt:00002648,dorsal fold lateral sensillum DFL,inner dorsal fold lateral sensillum	1.0
PMC7156266	dpn^EE-	FBbt:00004055	adult dorsal prothoracic nerve	ADN,FBbt:00004055,DNv1,DPN,DProN,anterior dorsal nerve,first dorsal nerve	0.8670365214347839
PMC7156266	Drosophila	FBbt:00000001	organism	Drosophila,FBbt:00000001,whole organism	1.0
PMC7156266	ejaculatory bulb	FBbt:00004962	ejaculatory bulb	sperm pump,FBbt:00004962	1.0
PMC7156266	embryonic	FBbt:00047097	primary neuron	embryonic lineage neuron,FBbt:00047097,embryonic neuron,larval neuron,primary lineage neuron	0.95000159740448
PMC7156266	embryonic progeny	FBbt:00048864	lineage MNB primary neuron	embryonic MNB progeny,FBbt:00048864,embryonic MNBp,embryonic lineage 0 neuron,embryonic lineage MNB neuron,lineage 0 primary neuron	0.8597061634063721
PMC7156266	feCO	FBbt:00007592	femoral chordotonal organ	FCO,FBbt:00007592,FeCO	1.0
PMC7156266	FeCO	FBbt:00007592	femoral chordotonal organ	FCO,FBbt:00007592,FeCO	1.0
PMC7156266	female	FBbt:00110417	adult fruitless aDT-b (female) neuron	female aDT-b neuron,FBbt:00110417,female aDT2 neuron,female fru-mAL neuron,female mAL neuron	0.854278564453125
PMC7156266	female reproductive tract	FBbt:00004911	oviduct	female internal reproductive tract,FBbt:00004911,female upper reproductive tract	0.90817791223526
PMC7156266	femoral chordotonal organ	FBbt:00007592	femoral chordotonal organ	FCO,FBbt:00007592,FeCO	0.9999999403953552
PMC7156266	femur	FBbt:00004667	prothoracic femur	T1 femur,FBbt:00004667	0.8841272592544556
PMC7156266	FM7c	FBbt:00003658	adult median bundle fan-shaped body tangential neuron	Fm neuron,FBbt:00003658,median fan-shaped neuron Fm	0.8741942048072815
PMC7156266	GABAergic	FBbt:00007228	GABAergic neuron	GABA-ergic neuron,FBbt:00007228	0.9727698564529419
PMC7156266	GABAergic fate	FBbt:00007228	GABAergic neuron	GABA-ergic neuron,FBbt:00007228	0.8543471097946167
PMC7156266	GABAergic neurons	FBbt:00007228	GABAergic neuron	GABA-ergic neuron,FBbt:00007228	0.8768631219863892
PMC7156266	GFP	FBbt:00001788	female genital primordium (male)	RFP,FBbt:00001788,male repressed primordium,repressed female genital primordium,rfp	1.0
PMC7156266	glutamatergic	FBbt:00110138	glutamatergic local interneuron of the adult antennal lobe	glutamatergic adult AL LN,FBbt:00110138	0.8722558617591858
PMC7156266	gnathal segments	FBbt:00000011	gnathal segment	postoral segment,FBbt:00000011	0.9736854434013367
PMC7156266	H	FBbt:00002369	abdominal lesC neuron	H,FBbt:00002369,h2,lh1,shC	1.0
PMC7156266	haltere	FBbt:00049638	haltere tract	HT,FBbt:00049638,ITD-HT	0.8578916192054749
PMC7156266	hemilineage	FBbt:00049539	Notch ON hemilineage neuron	A hemilineage neuron,FBbt:00049539	0.903265118598938
PMC7156266	Hemilineage	FBbt:00049539	Notch ON hemilineage neuron	A hemilineage neuron,FBbt:00049539	0.903265118598938
PMC7156266	hindleg	FBbt:00004707	metathoracic leg	T3 leg,FBbt:00004707,hindleg,third leg	1.0
PMC7156266	image	FBbt:00003004	adult	imago,FBbt:00003004	0.9054219126701355
PMC7156266	ImageJ	FBbt:00003004	adult	imago,FBbt:00003004	0.9466856122016907
PMC7156266	immature	FBbt:00051423	developing neuron	differentiating neuron,FBbt:00051423,immature neuron	0.9716971516609192
PMC7156266	immunopositive	FBbt:00110031	Leucokinin neuron	LK neuron,FBbt:00110031,LK-immunopositive neuron,LK-immunoreactive cell	0.892642080783844
PMC7156266	interneuronal	FBbt:00001604	UMI interneuron	MP3 cell,FBbt:00001604,MP3 neuron,unpaired median interneuron	0.8523295521736145
PMC7156266	ipsilateral	FBbt:00007426	fascicle	ipsilateral tract,FBbt:00007426	0.8716837167739868
